PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
83,2025-04-13,13:56:48.18,1,2,"Hall, Edward",1000182851,Right,DAV_WIL,"Iffrig, Riley",1000094154,Left,SLU_BILL,Undefined,4,Top,0,0,1,Fastball,Slider,InPlay,Undefined,FlyBall,Out,1,0,,84.88517,-0.622305,-0.88272,2501.519142,179.964491,12:00,6.11172,1.12053,4.3796,-31.82765,8.93225,-0.0048,2.86509,0.27717,78.21778,-6.354994,-0.883555,0.459503,95.78397,23.641114,-23.448388,4574.689984,96.0567,41.37613,-53.60098,291.86809,263.48612,-39.018794,3.600897,-0.22406,4.84335,-1.02611,50,6.01391,1.89743,-123.13477,-2.62293,-0.34659,22.72895,-24.68202,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,ac0ebe50-1890-11f0-837d-49184ba919f3,82.02879,48.45963,,6.66739,,,,0.46705,2.73336,-0.2014,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,17:56:48.18,2025-04-13T13:56:48.1822720-04:00,2025-04-13T17:56:48.1822720Z,LineDrive,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,72450405-003f-4009-b237-8595ea13747b,56.1205,-124.25939,11.36447,6.11347,-1.40167,-12.34101,-1.12042,1.91458,-0.1733,124.73446,0.46748,118.05617,-29.09244,7.01059,-1.50136,0.27595,-0.04095,0.00361,-9E-05,2.733,56.34245,-19.00061,1.18774,-0.16604,0.04737,-0.01577,0.00353,-0.00031,-0.20119,-51.21119,-3.27006,2.32178,-0.81849,0.2406,-0.05658,0.00836,-0.00055,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
84,2025-04-13,13:59:15.54,2,1,"Hall, Edward",1000182851,Right,DAV_WIL,"Sitzman, Ethan",809738,Right,SLU_BILL,Undefined,4,Top,1,0,0,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.60053,-3.191473,-1.655517,2392.882288,221.942961,1:30,6.2054,1.20044,4.53949,-32.22116,8.39398,6.53213,0.47727,0.16812,78.89397,-8.945788,-0.510227,0.458686,,,,,,,,,,,,-3.6387,5.15044,-1.03461,50,5.84199,3.25713,-122.68187,-8.11713,-5.62727,20.92115,-24.2089,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,03fc0d20-1891-11f0-837d-49184ba919f3,82.17485,,,5.70656,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,17:59:15.54,2025-04-13T13:59:15.5412992-04:00,2025-04-13T17:59:15.5412992Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,7084b2ef-64e6-4852-88dd-23e4fd4d7304,55.96371,-123.69469,10.46057,6.20658,-6.94515,-12.10445,-1.19888,3.52956,-2.81364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2025-04-13,13:59:29.74,2,2,"Hall, Edward",1000182851,Right,DAV_WIL,"Sitzman, Ethan",809738,Right,SLU_BILL,Undefined,4,Top,1,1,0,Slider,Changeup,HitByPitch,Undefined,Undefined,Undefined,0,0,,83.31182,0.309087,-0.883943,1429.407562,280.174821,3:15,6.16747,1.06708,4.55688,-43.74546,-1.3291,15.0145,2.81625,1.47688,76.23978,-7.549192,1.74917,0.468747,,,,,,,,,,,,-7.5963,-0.35827,-0.99033,50,6.15832,1.17917,-120.80543,-1.10909,-11.19084,24.21741,-32.70185,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,0c555990-1891-11f0-837d-49184ba919f3,80.41111,,,7.07205,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,17:59:29.74,2025-04-13T13:59:29.7496064-04:00,2025-04-13T17:59:29.7496064Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,52eae1a2-490f-43fd-9fdb-9b53251c1a0b,55.94429,-121.99124,12.1087,6.17343,0.49217,-16.35093,-1.06149,1.72713,-5.59542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2025-04-13,14:00:02.67,3,1,"Hall, Edward",1000182851,Right,DAV_WIL,"McGwire, Max",695679,Right,SLU_BILL,Undefined,4,Top,1,0,0,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.83171,-2.165423,-1.282765,2487.70873,217.43049,1:15,6.06958,1.06685,4.58406,-32.78557,6.66422,4.24126,1.27593,0.19976,79.66263,-8.045156,-0.538661,0.452058,,,,,,,,,,,,-2.41654,4.08925,-0.93846,50,5.81495,2.59682,-124.54091,-6.02564,-3.83819,22.36873,-25.67904,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,20150b60-1891-11f0-837d-49184ba919f3,83.37971,,,6.16908,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:00:02.67,2025-04-13T14:00:02.6786816-04:00,2025-04-13T18:00:02.6786816Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,36985d17-9965-4229-b30c-0d49e46c76df,55.91827,-125.59939,11.18436,6.07134,-4.81052,-12.83952,-1.06564,2.77844,-1.91909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2025-04-13,14:00:37.92,3,2,"Hall, Edward",1000182851,Right,DAV_WIL,"McGwire, Max",695679,Right,SLU_BILL,Undefined,4,Top,1,1,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.12944,1.350169,-0.35868,2405.917946,233.48641,1:45,6.09504,1.11817,4.36093,-34.89994,4.46461,4.5752,4.47668,1.15682,79.65633,-4.912465,0.439619,0.451569,,,,,,,,,,,,-2.29878,2.17689,-1.08454,50,6.2051,0.56255,-125.02699,1.47886,-3.69196,21.751,-28.67787,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,350af340-1891-11f0-837d-49184ba919f3,83.46995,,,6.47311,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:00:37.92,2025-04-13T14:00:37.9249152-04:00,2025-04-13T18:00:37.9249152Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,c1f0e5f9-2727-49d5-b4d3-e151b7f7bb47,56.13971,-126.0906,10.8755,6.0985,2.88118,-14.33893,-1.11647,0.74309,-1.84598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2025-04-13,14:01:12.46,3,3,"Hall, Edward",1000182851,Right,DAV_WIL,"McGwire, Max",695679,Right,SLU_BILL,Undefined,4,Top,1,2,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.20813,-1.269012,0.046213,2713.794415,49.763608,7:45,5.8575,1.28829,4.07241,-52.03743,-6.12918,-8.71489,0.30227,0.60643,75.02582,-10.414671,-1.472502,0.48766,,,,,,,,,,,,4.28547,-2.47319,-1.28328,50,5.65732,0.28753,-116.46517,-4.70352,5.9572,19.39978,-35.61199,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,49ab8f30-1891-11f0-837d-49184ba919f3,77.2925,,,5.18232,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:01:12.46,2025-04-13T14:01:12.4603904-04:00,2025-04-13T18:01:12.4603904Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,96b0b5ab-29b4-430a-a34a-0ff2d07030da,56.43272,-117.53179,9.69989,5.8621,-2.74553,-17.80599,-1.29009,-0.04,2.9786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2025-04-13,14:01:37.79,3,4,"Hall, Edward",1000182851,Right,DAV_WIL,"McGwire, Max",695679,Right,SLU_BILL,Undefined,4,Top,1,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,89.95888,-1.1756,-2.819426,2315.669611,202.532337,12:45,6.26801,0.95236,4.70341,-15.01938,21.23852,8.31374,3.89896,-1.03331,81.81851,-4.007807,-1.362661,0.433384,,,,,,,,,,,,-4.8504,11.0669,-0.67437,50,6.13636,6.00343,-130.23367,-3.18014,-8.31989,27.67112,-13.19097,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,58a37fc0-1891-11f0-837d-49184ba919f3,86.97243,,,8.14037,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:01:37.79,2025-04-13T14:01:37.7974272-04:00,2025-04-13T18:01:37.7974272Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,9bf8a3b7-c85c-46cd-879f-61b3209629f8,55.79421,-131.45901,13.83556,6.26425,-2.59601,-6.59549,-0.94838,6.37185,-4.15994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2025-04-13,14:02:39.67,4,1,"Hall, Edward",1000182851,Right,DAV_WIL,"Stressler, Brenden",10083882,Left,SLU_BILL,Undefined,4,Top,1,0,0,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.91059,0.713271,-0.723338,1494.769292,277.545976,3:15,6.06181,1.26307,4.5112,-43.88979,-0.64224,16.1654,3.08387,1.9211,75.2282,-7.192889,2.108255,0.473317,,,,,,,,,,,,-8.05056,-0.06791,-1.20369,50,6.09486,0.76276,-120.07767,-0.27619,-11.62637,25.6103,-32.27213,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,7d86dbc0-1891-11f0-837d-49184ba919f3,79.63466,,,7.68239,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:02:39.67,2025-04-13T14:02:39.6742656-04:00,2025-04-13T18:02:39.6742656Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,afd7f333-aa13-4cd8-9803-fde97bd5dcee,55.98773,-121.34803,12.80515,6.06886,1.3246,-16.13607,-1.25582,1.33946,-5.81319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2025-04-13,14:02:58.39,4,2,"Hall, Edward",1000182851,Right,DAV_WIL,"Stressler, Brenden",10083882,Left,SLU_BILL,Undefined,4,Top,1,1,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,84.80501,-1.121361,-1.933285,1482.766973,276.071722,3:15,5.88575,1.1737,4.64073,-41.25101,-0.04571,14.01517,1.38176,0.50366,77.08561,-8.549053,0.529127,0.462005,72.86809,13.557236,11.499762,892.020269,107.9398,9.46271,21.1889,152.51637,139.72444,11.117103,1.712252,-7.50418,0.69819,-0.98943,50,5.73308,3.50211,-122.78274,-4.06196,-11.31783,27.03956,-31.12104,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,88c98c80-1891-11f0-837d-49184ba919f3,81.58423,11.33867,,7.7194,,,,2.41522,1.5616,-0.508,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:02:58.39,2025-04-13T14:02:58.3906816-04:00,2025-04-13T18:02:58.3906816Z,LineDrive,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,ccd27e1c-489d-4d55-b1e9-5c332c7a8958,55.85952,-124.06643,13.51978,5.89085,-2.5845,-15.56052,-1.16844,4.03942,-5.65891,203.514402,2.4152,101.81143,-11.51969,2.01964,-0.67303,0.33121,-0.16178,0.03885,-0.00195,1.56161,25.05217,-16.91754,1.21381,-0.11976,-0.01818,0.01537,0.00337,-0.00252,-0.50801,20.71342,-1.47769,-0.45581,0.15999,-0.00506,-0.01464,0.00181,0.00079,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
92,2025-04-13,14:03:56.72,5,1,"Hall, Edward",1000182851,Right,DAV_WIL,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,4,Top,2,0,0,Sinker,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.79501,-1.074499,-0.42239,2536.303927,216.332724,1:15,6.10736,1.35452,4.47659,-30.31632,9.60713,6.15181,2.55664,1.46455,78.75938,-6.555859,0.654185,0.454764,,,,,,,,,,,,-3.09244,5.33878,-1.31632,50,5.96555,0.6223,-124.38754,-3.55139,-4.86253,24.10443,-23.77935,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,ab72aff0-1891-11f0-837d-49184ba919f3,82.88361,,,7.03563,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:03:56.72,2025-04-13T14:03:56.7207936-04:00,2025-04-13T18:03:56.7207936Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,25884f53-1b29-4cb3-9f4b-408769a7fda4,56.02166,-125.54902,12.05221,6.10907,-2.40557,-11.88968,-1.35195,0.85661,-2.43127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2025-04-13,14:04:16.37,5,2,"Hall, Edward",1000182851,Right,DAV_WIL,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,4,Top,2,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.90537,-1.598824,-1.154218,2695.43126,48.12662,7:30,5.82798,1.38657,4.30609,-55.94814,-9.60335,-12.24016,-0.36383,-0.73722,74.3198,-11.452731,-3.297147,0.489973,,,,,,,,,,,,5.74067,-4.06764,-1.24823,50,5.59695,2.85718,-115.90585,-5.45265,7.81735,21.45454,-37.71315,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,b74f08a0-1891-11f0-837d-49184ba919f3,76.92762,,,5.58557,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:04:16.37,2025-04-13T14:04:16.3717120-04:00,2025-04-13T18:04:16.3717120Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,e38b1cf1-0e52-4b89-a913-a06fbb53b41c,56.19906,-117.04769,10.72727,5.83373,-3.4455,-18.85657,-1.38923,2.44113,3.90867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2025-04-13,14:04:36.65,5,3,"Hall, Edward",1000182851,Right,DAV_WIL,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,4,Top,2,2,0,Sinker,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.68107,-0.285966,0.261268,2355.124803,243.45184,2:00,6.04998,1.2746,4.48358,-35.94837,4.00748,5.59024,2.78174,1.98947,78.78966,-6.749978,1.239808,0.454948,,,,,,,,,,,,-2.63843,2.41059,-1.30773,50,5.98557,-0.83402,-124.27987,-2.10516,-4.14556,23.83091,-28.38642,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,c34e79b0-1891-11f0-837d-49184ba919f3,82.85005,,,6.89141,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:04:36.65,2025-04-13T14:04:36.6580736-04:00,2025-04-13T18:04:36.6580736Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,03379a7f-b3c5-4d21-b75f-d555428a3e1c,56.01549,-125.42804,11.91545,6.05406,-0.7375,-14.19321,-1.27236,-0.63428,-2.07278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2025-04-13,14:04:58.98,5,4,"Hall, Edward",1000182851,Right,DAV_WIL,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,4,Top,2,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.53684,-2.246642,-2.698001,2473.310143,216.578353,1:15,6.29238,1.06878,4.83566,-18.86182,17.97343,12.3365,2.58969,-0.4599,80.75511,-5.775281,-0.529262,0.436821,,,,,,,,,,,,-6.89162,9.92197,-0.81264,50,6.05442,5.49811,-129.43584,-5.74795,-11.54702,30.13259,-15.5496,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,d08f1d50-1891-11f0-837d-49184ba919f3,86.28813,,,8.78172,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:04:58.98,2025-04-13T14:04:58.9826048-04:00,2025-04-13T18:04:58.9826048Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,d6c27ec1-36ba-460b-b96a-3a88c7da5962,55.6609,-130.74705,15.0663,6.28982,-5.07131,-7.7748,-1.06282,6.00057,-5.77351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2025-04-13,14:05:18.59,5,5,"Hall, Edward",1000182851,Right,DAV_WIL,"Moore, Hayden",809737,Left,SLU_BILL,Undefined,4,Top,2,3,1,Sinker,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,84.58339,0.014693,-0.961732,2531.727913,177.64053,12:00,6.1741,1.25148,4.5169,-31.05667,10.04575,-0.36032,3.60004,0.30532,77.36081,-5.622484,-1.024785,0.461429,,,,,,,,,,,,-0.08898,5.27827,-1.15055,50,6.14666,2.07515,-122.60489,-1.18817,-0.13563,23.94192,-24.1292,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,dc5221a0-1891-11f0-837d-49184ba919f3,81.68628,,,7.22258,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:05:18.59,2025-04-13T14:05:18.5992192-04:00,2025-04-13T18:05:18.5992192Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,3139d63f-18bd-4bc3-ba41-963813ec7ca4,55.98082,-123.76729,11.97096,6.17591,-0.01667,-12.0646,-1.25146,2.08174,-0.06781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2025-04-13,14:05:52.24,6,1,"Hall, Edward",1000182851,Right,DAV_WIL,"Gomric, Hank",10135210,Left,SLU_BILL,Undefined,4,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.82393,-0.045619,-1.905471,2675.547649,57.219668,8:00,5.9361,1.49221,3.95608,-54.1983,-6.63205,-12.75678,1.37566,-1.40514,73.0788,-9.618385,-4.117575,0.496388,,,,,,,,,,,,5.57752,-2.81835,-1.25875,50,5.86946,4.424,-115.53769,-2.32902,7.46827,23.41895,-35.94777,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,f0796ee0-1891-11f0-837d-49184ba919f3,75.93349,,,6.74513,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:05:52.24,2025-04-13T14:05:52.2436096-04:00,2025-04-13T18:05:52.2436096Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,0909a986-8226-4d37-9728-33fb52f08714,56.54614,-116.85703,11.70948,5.94362,-0.30385,-17.97388,-1.49614,4.00326,3.73413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
98,2025-04-13,14:06:59.28,6,2,"Hall, Edward",1000182851,Right,DAV_WIL,"Gomric, Hank",10135210,Left,SLU_BILL,Undefined,4,Top,2,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.36574,0.532904,-1.931487,2607.63755,61.47819,8:00,5.97709,1.41712,3.99476,-52.59526,-5.94977,-13.6854,2.1069,-1.58138,73.76132,-8.770295,-4.304317,0.49156,,,,,,,,,,,,6.04406,-2.66555,-1.18106,50,5.97869,4.55041,-116.38836,-1.09694,8.25348,22.75901,-35.81399,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,1869e3d0-1892-11f0-837d-49184ba919f3,76.67926,,,6.60442,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:06:59.28,2025-04-13T14:06:59.2899584-04:00,2025-04-13T18:06:59.2899584Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,900e1821-9bc2-4348-89be-9d0d867b87bc,56.50778,-117.65404,11.3795,5.98432,0.89475,-17.907,-1.42136,4.09141,4.12674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2025-04-13,14:07:15.01,6,3,"Hall, Edward",1000182851,Right,DAV_WIL,"Gomric, Hank",10135210,Left,SLU_BILL,Undefined,4,Top,2,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.49844,-2.917224,-2.847687,2472.970524,217.831419,1:15,6.31023,1.03315,4.86073,-16.88745,19.84123,14.38973,2.13599,-0.46525,81.03405,-6.089509,-0.317151,0.436188,,,,,,,,,,,,-7.97745,11.0478,-0.76534,50,6.0088,5.75043,-129.39105,-7.1782,-13.4052,29.21591,-13.60943,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,21bde3f0-1892-11f0-837d-49184ba919f3,86.4132,,,8.46439,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:07:15.01,2025-04-13T14:07:15.0153216-04:00,2025-04-13T18:07:15.0153216Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,4ba02892-41c9-47f5-bd9f-7c5d913694e1,55.63801,-130.65788,14.60796,6.30726,-6.58808,-6.80471,-1.02729,6.3317,-6.7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,2025-04-13,14:07:30.36,6,4,"Hall, Edward",1000182851,Right,DAV_WIL,"Gomric, Hank",10135210,Left,SLU_BILL,Undefined,4,Top,2,2,1,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.87779,-1.531124,-1.788345,1422.63522,293.530248,3:45,6.05419,1.22221,4.41281,-48.54869,-5.57248,16.57147,0.54623,0.89597,75.69552,-10.205572,1.116188,0.47183,,,,,,,,,,,,-8.73063,-1.79343,-1.0495,50,5.84327,3.01692,-121.24567,-5.24459,-12.68288,29.03316,-34.77931,DAV_WIL,SLU_BILL,WilsonField,D1,A10,20250413-WilsonField-1,2ae66740-1892-11f0-837d-49184ba919f3,79.88566,,,8.18227,,,,,,,cc1e0e90-911d-404c-a17e-66196ccb5aa1,2025-04-13,18:07:30.36,2025-04-13T14:07:30.3622656-04:00,2025-04-13T18:07:30.3622656Z,,v3,471280,471427,13 April 2025 13:00-stlouis@davidson,"Jouras, Noah",1000282260,Right,DAV_WIL,0f73087c-e20f-4de3-9a81-c2896126c5d0,56.08733,-122.69467,14.51658,6.06171,-3.50881,-17.38966,-1.21587,3.6499,-6.34144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
